example_id,customer_message,brand_reply,difficulty,gold_intent,gold_should_escalate,gold_escalation_reason,gold_reply_quality,labelling_notes,annotation_status
88,@AppleSupport I I️ I,@514867 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,hard_short,general_inquiry_features,false,,5,General feature inquiry or guidance request | heuristic pre-label from scripts/label_golden_set.py,pending_review
89,"@AppleSupport You can help me, my battery is draining so fast since last update! Today’s morning my iPhone 7’s battery went from 100% to 47% in less than 3 hours 😑",@768334 That is never what we want to hear. Let’s work together to get everything back to normal. Reach out to us in DM and we will help. https://t.co/GDrqU22YpT,standard,battery_and_charging,false,,4,Battery/charging/power related issue | heuristic pre-label from scripts/label_golden_set.py,pending_review
90,@AppleSupport 11.1.1,"@626239 Thank you for that information.  Please back up and update to our latest iOS, 11.1.2, and let us know if the issue persists. These steps here will walk you through the process: https://t.co/80YRnjDFDk",hard_short,general_inquiry_features,true,ambiguity_clarification,5,General feature inquiry or guidance request | heuristic pre-label from scripts/label_golden_set.py,pending_review
91,@AppleSupport Same for music,@777200 Let's restart your iPhone and see if this is still happening. Here's the steps for how to do so: https://t.co/n9BF3L9h6y Let us know if you continue to experience the same behavior.,hard_short,general_inquiry_features,false,,5,General feature inquiry or guidance request | heuristic pre-label from scripts/label_golden_set.py,pending_review
92,@AppleSupport 11.0.3,"@411693 Thanks! Are there any app updates available in the App Store app under the Updates tab? If so, apply them. Then please DM us. https://t.co/GDrqU22YpT",hard_short,general_inquiry_features,true,ambiguity_clarification,5,General feature inquiry or guidance request | heuristic pre-label from scripts/label_golden_set.py,pending_review
93,@AppleSupport Does the 2017 iMac support 1080p screens through (usb c to) HDMI? or 4k only?,@390958 We're happy to help. Take a look here: https://t.co/wzSbyedgBX https://t.co/GDrqU22YpT,hard_complex,hardware_and_audio,false,,4,"Physical hardware, screen, or audio problem | heuristic pre-label from scripts/label_golden_set.py",pending_review
94,hey @Applesupport why did my iPad just delete every photo off my memory card when I just selected one to be deleted,"@343446 That's not expected behavior. Can you tell us which iOS version you're using on your iPad, please?",standard,general_inquiry_features,false,,2,General feature inquiry or guidance request | heuristic pre-label from scripts/label_golden_set.py,pending_review
95,@AppleSupport Hm? 🤔 https://t.co/jM9oqsqgU9,@195722 We want to help. Does this happen every time you view this folder?,hard_short,general_inquiry_features,false,,2,General feature inquiry or guidance request | heuristic pre-label from scripts/label_golden_set.py,pending_review
96,"@AppleSupport I really feel like im back to using android with all its slow performance, lagging and freezing … I’m extremely upset and frustrated",@391053 We'd be happy to help out the best we can. Let's meet in DM. https://t.co/GDrqU22YpT,standard,device_performance_freeze,false,,4,"System performance, crash, or freeze issue | heuristic pre-label from scripts/label_golden_set.py",pending_review
97,@115858 @AppleSupport,@387889 Thanks for reaching out to us. We certainly want to help to get this resolved. Are you trying to update over Wi-Fi or in iTunes on the computer? Check out this for help: https://t.co/80YRnjDFDk Let us know if you're able to update then.,hard_short,general_inquiry_features,true,ambiguity_clarification,5,General feature inquiry or guidance request | heuristic pre-label from scripts/label_golden_set.py,pending_review
98,@AppleSupport Nope didn’t work. 👎,"@529422 We understand the concern. Let's continue in DM, send us a message and we'll follow up there. https://t.co/GDrqU22YpT",hard_short,general_inquiry_features,false,,4,General feature inquiry or guidance request | heuristic pre-label from scripts/label_golden_set.py,pending_review
99,@AppleSupport iOS 11.0.3,"@724467 Please restart the device, and test to see if the issue persists.  DM us your results. https://t.co/GDrqU22YpT",hard_short,software_update_os,false,,5,OS update or version-related issue | heuristic pre-label from scripts/label_golden_set.py,pending_review
100,@AppleSupport Current version is 11.1,"@299048 Thanks for clarifying that! We understand what you mean. Recently we released a software update. Please back up, update, and test to see how your iPhone is behaving. You can DM us the result. Here's how to back up: https://t.co/tHicJHB57O https://t.co/GDrqU22YpT",hard_short,software_update_os,false,,5,OS update or version-related issue | heuristic pre-label from scripts/label_golden_set.py,pending_review
101,"@AppleSupport For a second, yes.",@680402 Do you recall which version of the software you had installed before updating to 11.1.1? Which version of software did you first notice the behavior? DM the answer below. https://t.co/GDrqU22YpT,hard_short,general_inquiry_features,false,,4,General feature inquiry or guidance request | heuristic pre-label from scripts/label_golden_set.py,pending_review
102,Hi @AppleSupport how do I check the battery health for my iPhone 6s Plus? Can I do it online or over the phone?,@283935 We'd be happy to help you with your iPhone. Send us a DM to get started. https://t.co/GDrqU22YpT,hard_complex,battery_and_charging,false,,4,Battery/charging/power related issue | heuristic pre-label from scripts/label_golden_set.py,pending_review
108,@AppleSupport After the update,@622414 Thanks for confirming. Please DM us if restarting your iPhone helps and if you're on iOS 11.1. We'll help there. https://t.co/GDrqU22YpT,hard_short,software_update_os,false,,5,OS update or version-related issue | heuristic pre-label from scripts/label_golden_set.py,pending_review
109,First the stupid “I” problem now the “I.t” problem on iPhone. WTF is going on? @115858,@266449 Let's take a look at this issue together. Which iOS version is your device currently running? We want to make sure that you're running the latest version. You can check this through Settings &gt; General &gt; About.,edge_case,general_inquiry_features,true,profanity_or_abuse,4,General feature inquiry or guidance request | heuristic pre-label from scripts/label_golden_set.py,pending_review
115,@AppleSupport to necessitada de uma ajudavam meu iPhone que o carinha bloqueou,"@275247 Since our Twitter support is available in English, get help at https://t.co/IBIY3vMgPj or join https://t.co/pvaOFfPbjt",standard,general_inquiry_features,false,,4,General feature inquiry or guidance request | heuristic pre-label from scripts/label_golden_set.py,pending_review
118,@AppleSupport Thank you!!,"@136089 You're welcome, thanks!",hard_short,general_inquiry_features,true,ambiguity_clarification,2,General feature inquiry or guidance request | heuristic pre-label from scripts/label_golden_set.py,pending_review
130,"@115858 WTF is this I️ shit. It’s annoying. I️ just want to type in first person, damn it",@595076 You'll find a workaround here: https://t.co/xU1AGHStV6 Reach out via DM if these steps don't resolve the issue. https://t.co/GDrqU22YpT,edge_case,complaint_and_frustration,true,profanity_or_abuse,5,Customer venting dissatisfaction/frustration | heuristic pre-label from scripts/label_golden_set.py,pending_review
138,@AppleSupport help! Just got this watch and I have no idea what this means? Why is that time there. There’s no alarm set? https://t.co/OmvzjHnVcQ,"@159395 We’re glad you asked! The complication you have circled in the photo is for sunrise. In the evening this complication will show you the time for sunset. You can customize the Apple Watch face, here’s how: https://t.co/FC1esH8vt0",hard_complex,general_inquiry_features,false,,4,General feature inquiry or guidance request | heuristic pre-label from scripts/label_golden_set.py,pending_review
140,What did y’all do to our phones @AppleSupport ???? Everything is broken!,"@382168 Tell us what's going on, and we'll be happy to help you today.",hard_complex,hardware_and_audio,false,,2,"Physical hardware, screen, or audio problem | heuristic pre-label from scripts/label_golden_set.py",pending_review
144,C’mon @115858 why doesn’t your Activity app work on a spin bike? Time for an update?,"@709677 We'd like to know more to see if we can help. What type of Apple Watch are you using? Also, let us know which iPhone model is paired with your Watch, along with your current OS versions. Send over the details via DM. https://t.co/GDrqU22YpT",hard_complex,software_update_os,false,,4,OS update or version-related issue | heuristic pre-label from scripts/label_golden_set.py,pending_review
151,@510097 @115858 @AppleSupport how do I fix this. fuq ios. 11 https://t.co/zu7RJBORSU,@510096 We've received your DM and we'll be glad to follow up with you there shortly. https://t.co/GDrqU22YpT,standard,general_inquiry_features,false,,4,General feature inquiry or guidance request | heuristic pre-label from scripts/label_golden_set.py,pending_review
152,Wtf @115858 fix this damn “I” error already!,@632212 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,edge_case,complaint_and_frustration,true,profanity_or_abuse,5,Customer venting dissatisfaction/frustration | heuristic pre-label from scripts/label_golden_set.py,pending_review
155,@AppleSupport I am about to upgrade to an iPhone X 256gb but I want to know if wireless charger is in box with phone?,@251465 The wireless chargers are available separately. You can find several types at our online store: https://t.co/JLyz9lwuGU,standard,battery_and_charging,false,,4,Battery/charging/power related issue | heuristic pre-label from scripts/label_golden_set.py,pending_review
164,Oh and @115858 please fix this I️ bug it’s driving everyone insane,@531940 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,standard,general_inquiry_features,false,,5,General feature inquiry or guidance request | heuristic pre-label from scripts/label_golden_set.py,pending_review
167,@AppleSupport This is extremely frustrating,"@252896 We may be having an issue where we're not seeing your DMs. Are you using the Twitter app? If so, please make sure it's up-to-date. If it is, are you able to send a DM using Twitter's website?",hard_short,general_inquiry_features,false,,3,General feature inquiry or guidance request | heuristic pre-label from scripts/label_golden_set.py,pending_review
169,"@115858 uhm can u fix the fact that when the word I️ is typed, this a then the question in the box replaces it??",@592819 Thanks for bringing this to our attention. Can you let us know which iOS version you're using? Send us a DM here: https://t.co/GDrqU22YpT,hard_complex,general_inquiry_features,false,,4,General feature inquiry or guidance request | heuristic pre-label from scripts/label_golden_set.py,pending_review
174,@AppleSupport Let me show you a screen shot. Why does my iPhone do this when I type I?? https://t.co/viomjJOyeS,"@270256 Thanks for that screenshot! Is your iOS up to date? The latest update is iOS 11.1.2. If not, go ahead and backup, then update and see if this continues. DM us with any questions! https://t.co/GDrqU22YpT",hard_complex,hardware_and_audio,false,,5,"Physical hardware, screen, or audio problem | heuristic pre-label from scripts/label_golden_set.py",pending_review
182,um why does the sound cut out whenever i screen record w audio on @applesupport,@409334 Let's look into this. DM us with more detail. https://t.co/GDrqU22YpT,standard,hardware_and_audio,false,,4,"Physical hardware, screen, or audio problem | heuristic pre-label from scripts/label_golden_set.py",pending_review
183,why the fuck does my phone keep randomly restarting @115858,@374488 We'd like to look into this with you. Send us a DM including the iOS version installed on your iPhone. We'll continue there. https://t.co/GDrqU22YpT,edge_case,device_performance_freeze,true,profanity_or_abuse,4,"System performance, crash, or freeze issue | heuristic pre-label from scripts/label_golden_set.py",pending_review
186,funny how my iphone all of a sudden has so many issues once the new iphone comes out @AppleSupport @115858 WTF,"@159994 We'd like to help with your iPhone! Send us a DM with which iOS version you're using, and the details of what's happening. https://t.co/GDrqU22YpT",edge_case,general_inquiry_features,true,profanity_or_abuse,4,General feature inquiry or guidance request | heuristic pre-label from scripts/label_golden_set.py,pending_review
189,Hey @AppleSupport Why is everyone’s iphone auto correcting ‘I’ to I️,@630392 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,standard,general_inquiry_features,false,,5,General feature inquiry or guidance request | heuristic pre-label from scripts/label_golden_set.py,pending_review
190,"Your company is worth 1 trillion dollars, yet I can't get the letter ""I"" to work on my phone? What the fuck @AppleSupport? Bruh...",@440157 We'd like to discuss this further with you. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT,edge_case,complaint_and_frustration,true,profanity_or_abuse,4,Customer venting dissatisfaction/frustration | heuristic pre-label from scripts/label_golden_set.py,pending_review
191,"I️ don’t know why I️ can’t type an I️ but, fix it. @115858",@511246 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,standard,general_inquiry_features,false,,5,General feature inquiry or guidance request | heuristic pre-label from scripts/label_golden_set.py,pending_review
192,@AppleSupport Is it a common glitch that apps start to update but absolutely will not progress until the phone is shut down completeley and restarted?  Bit frustrating to have greyed out unusable apps now all the time.,@779813 Let's see what's going on here. Which iPhone are you experiencing this on? Reply in DM to get started. https://t.co/GDrqU22YpT,hard_complex,software_update_os,false,,4,OS update or version-related issue | heuristic pre-label from scripts/label_golden_set.py,pending_review
198,@AppleSupport With receiver and speaker,"@370628 Please click the following link to join us in DM, where we'd like to keep working on this issue. https://t.co/GDrqU22YpT",hard_short,hardware_and_audio,false,,4,"Physical hardware, screen, or audio problem | heuristic pre-label from scripts/label_golden_set.py",pending_review
