example_id,customer_message,brand_reply,difficulty,gold_intent,gold_should_escalate,gold_escalation_reason,gold_reply_quality,labelling_notes,annotation_status
87,@115858 fix this 🤢 https://t.co/6JHlM0uODC,@596140 Thanks for reaching out. We have a workaround for this here: https://t.co/xXaXeeSRt9 DM us if you still need help. https://t.co/GDrqU22YpT,hard_short,general_inquiry_features,false,,4,General feature inquiry or guidance request | heuristic pre-label from scripts/label_golden_set.py,human_reviewed
88,@AppleSupport I I️ I,@514867 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,hard_short,general_inquiry_features,false,,5,General feature inquiry or guidance request | heuristic pre-label from scripts/label_golden_set.py,human_reviewed
89,"@AppleSupport You can help me, my battery is draining so fast since last update! Today’s morning my iPhone 7’s battery went from 100% to 47% in less than 3 hours 😑",@768334 That is never what we want to hear. Let’s work together to get everything back to normal. Reach out to us in DM and we will help. https://t.co/GDrqU22YpT,standard,battery_and_charging,false,,4,Battery/charging/power related issue | heuristic pre-label from scripts/label_golden_set.py,human_reviewed
90,@AppleSupport 11.1.1,"@626239 Thank you for that information.  Please back up and update to our latest iOS, 11.1.2, and let us know if the issue persists. These steps here will walk you through the process: https://t.co/80YRnjDFDk",hard_short,general_inquiry_features,true,ambiguity_clarification,5,General feature inquiry or guidance request | heuristic pre-label from scripts/label_golden_set.py,human_reviewed
91,@AppleSupport Same for music,@777200 Let's restart your iPhone and see if this is still happening. Here's the steps for how to do so: https://t.co/n9BF3L9h6y Let us know if you continue to experience the same behavior.,hard_short,general_inquiry_features,false,,5,General feature inquiry or guidance request | heuristic pre-label from scripts/label_golden_set.py,human_reviewed
92,@AppleSupport 11.0.3,"@411693 Thanks! Are there any app updates available in the App Store app under the Updates tab? If so, apply them. Then please DM us. https://t.co/GDrqU22YpT",hard_short,general_inquiry_features,true,ambiguity_clarification,5,General feature inquiry or guidance request | heuristic pre-label from scripts/label_golden_set.py,human_reviewed
93,@AppleSupport Does the 2017 iMac support 1080p screens through (usb c to) HDMI? or 4k only?,@390958 We're happy to help. Take a look here: https://t.co/wzSbyedgBX https://t.co/GDrqU22YpT,hard_complex,hardware_and_audio,false,,4,"Physical hardware, screen, or audio problem | heuristic pre-label from scripts/label_golden_set.py",human_reviewed
94,hey @Applesupport why did my iPad just delete every photo off my memory card when I just selected one to be deleted,"@343446 That's not expected behavior. Can you tell us which iOS version you're using on your iPad, please?",standard,general_inquiry_features,false,,2,General feature inquiry or guidance request | heuristic pre-label from scripts/label_golden_set.py,human_reviewed
95,@AppleSupport Hm? 🤔 https://t.co/jM9oqsqgU9,@195722 We want to help. Does this happen every time you view this folder?,hard_short,general_inquiry_features,false,,2,General feature inquiry or guidance request | heuristic pre-label from scripts/label_golden_set.py,human_reviewed
96,"@AppleSupport I really feel like im back to using android with all its slow performance, lagging and freezing … I’m extremely upset and frustrated",@391053 We'd be happy to help out the best we can. Let's meet in DM. https://t.co/GDrqU22YpT,standard,device_performance_freeze,false,,4,"System performance, crash, or freeze issue | heuristic pre-label from scripts/label_golden_set.py",human_reviewed
97,@115858 @AppleSupport,@387889 Thanks for reaching out to us. We certainly want to help to get this resolved. Are you trying to update over Wi-Fi or in iTunes on the computer? Check out this for help: https://t.co/80YRnjDFDk Let us know if you're able to update then.,hard_short,general_inquiry_features,true,ambiguity_clarification,5,General feature inquiry or guidance request | heuristic pre-label from scripts/label_golden_set.py,human_reviewed
98,@AppleSupport Nope didn’t work. 👎,"@529422 We understand the concern. Let's continue in DM, send us a message and we'll follow up there. https://t.co/GDrqU22YpT",hard_short,general_inquiry_features,false,,4,General feature inquiry or guidance request | heuristic pre-label from scripts/label_golden_set.py,human_reviewed
99,@AppleSupport iOS 11.0.3,"@724467 Please restart the device, and test to see if the issue persists.  DM us your results. https://t.co/GDrqU22YpT",hard_short,software_update_os,false,,5,OS update or version-related issue | heuristic pre-label from scripts/label_golden_set.py,human_reviewed
100,@AppleSupport Current version is 11.1,"@299048 Thanks for clarifying that! We understand what you mean. Recently we released a software update. Please back up, update, and test to see how your iPhone is behaving. You can DM us the result. Here's how to back up: https://t.co/tHicJHB57O https://t.co/GDrqU22YpT",hard_short,software_update_os,false,,5,OS update or version-related issue | heuristic pre-label from scripts/label_golden_set.py,human_reviewed
101,"@AppleSupport For a second, yes.",@680402 Do you recall which version of the software you had installed before updating to 11.1.1? Which version of software did you first notice the behavior? DM the answer below. https://t.co/GDrqU22YpT,hard_short,general_inquiry_features,false,,4,General feature inquiry or guidance request | heuristic pre-label from scripts/label_golden_set.py,human_reviewed
102,Hi @AppleSupport how do I check the battery health for my iPhone 6s Plus? Can I do it online or over the phone?,@283935 We'd be happy to help you with your iPhone. Send us a DM to get started. https://t.co/GDrqU22YpT,hard_complex,battery_and_charging,false,,4,Battery/charging/power related issue | heuristic pre-label from scripts/label_golden_set.py,human_reviewed
103,@AppleSupport FIX MY FUCKING I BUTTON I️ I️ I️,"@718396 We want to help. The iOS 11.1.1 update resolves this issue. If you haven't updated yet, backup, update, and see if that helps.

Backup and update iOS: https://t.co/ahjigcvFRG",edge_case,complaint_and_frustration,true,profanity_or_abuse,5,Customer venting dissatisfaction/frustration | heuristic pre-label from scripts/label_golden_set.py,human_reviewed
104,Hey @115858 c’est comment la qualité de vos chargeurs ? https://t.co/Lpx0os2nmw,@217045 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,standard,general_inquiry_features,false,,4,General feature inquiry or guidance request | heuristic pre-label from scripts/label_golden_set.py,human_reviewed
105,@515539 @115858 needs to figure this shit out cause it’s pissing me off,@515538 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/qODbOsp4wz,edge_case,complaint_and_frustration,true,profanity_or_abuse,5,Customer venting dissatisfaction/frustration | heuristic pre-label from scripts/label_golden_set.py,human_reviewed
106,@AppleSupport what the fuck is up with this&gt; I️,"@536180 Thanks for reaching out. If you're on iOS 11.1, try this: https://t.co/xU1AGHStV6 Questions? Feel free to send us a DM. https://t.co/GDrqU22YpT",edge_case,complaint_and_frustration,true,profanity_or_abuse,4,Customer venting dissatisfaction/frustration | heuristic pre-label from scripts/label_golden_set.py,human_reviewed
107,Damn you @115858 and this stupid update making me look stupid in a moment of crisis I️ hate this I️ am triggered,@523607 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,edge_case,software_update_os,true,profanity_or_abuse,5,OS update or version-related issue | heuristic pre-label from scripts/label_golden_set.py,human_reviewed
108,@AppleSupport After the update,@622414 Thanks for confirming. Please DM us if restarting your iPhone helps and if you're on iOS 11.1. We'll help there. https://t.co/GDrqU22YpT,hard_short,software_update_os,false,,5,OS update or version-related issue | heuristic pre-label from scripts/label_golden_set.py,human_reviewed
109,First the stupid “I” problem now the “I.t” problem on iPhone. WTF is going on? @115858,@266449 Let's take a look at this issue together. Which iOS version is your device currently running? We want to make sure that you're running the latest version. You can check this through Settings &gt; General &gt; About.,edge_case,general_inquiry_features,true,profanity_or_abuse,4,General feature inquiry or guidance request | heuristic pre-label from scripts/label_golden_set.py,human_reviewed
110,So my iPhone just starting beeping at me like a fire alarm!! WTF?! Anyone else had this before? @115858 @AppleSupport,"@324125 Hey, we want to hear more about what happened. Send us a DM and we'll look into this together. https://t.co/GDrqU22YpT",edge_case,general_inquiry_features,true,profanity_or_abuse,4,General feature inquiry or guidance request | heuristic pre-label from scripts/label_golden_set.py,human_reviewed
111,"So, my 17"" Early 2011 @115858 MBP died today. The dreaded graphics card failure. This is the SECOND MacBook Pro that dies on me due to graphics card failure (the first one a 2008 MBP 17"").

I cannot un-recommend enough the lack of quality in these machines.","@571653 Certainly not the experience we want for you to have, but we're here to help. Meet us in DM and fill us in on what exactly you are seeing, then we can help out from there. https://t.co/GDrqU22YpT",hard_complex,general_inquiry_features,false,,4,General feature inquiry or guidance request | heuristic pre-label from scripts/label_golden_set.py,human_reviewed
112,@AppleSupport 11.0.3,@487391 OK you're fully up-to-date. What apps are showing at the top of the list when you go to Settings &gt; Battery? https://t.co/GDrqU22YpT,hard_short,general_inquiry_features,true,ambiguity_clarification,5,General feature inquiry or guidance request | heuristic pre-label from scripts/label_golden_set.py,human_reviewed
113,@AppleSupport yes,"@797141 Okay lets review the steps in this link to see if it helps;
https://t.co/0Yt2YL6ezw",hard_short,general_inquiry_features,true,ambiguity_clarification,5,General feature inquiry or guidance request | heuristic pre-label from scripts/label_golden_set.py,human_reviewed
114,@AppleSupport Which will be 3 weeks time so no other way to update unless through WiFi???,"@271150 As your environment does play a factor in preventing you from updating, is there a way to connect your computer to a wired connection? If not, we recommend waiting until you have a chance to connect to a stronger Wi-Fi connection or your computer to a wired connection.",hard_complex,connectivity_and_network,false,,2,Wireless/network connectivity issue | heuristic pre-label from scripts/label_golden_set.py,human_reviewed
115,@AppleSupport to necessitada de uma ajudavam meu iPhone que o carinha bloqueou,"@275247 Since our Twitter support is available in English, get help at https://t.co/IBIY3vMgPj or join https://t.co/pvaOFfPbjt",standard,general_inquiry_features,false,,4,General feature inquiry or guidance request | heuristic pre-label from scripts/label_golden_set.py,human_reviewed
116,@115858 how do i reverse my update cah this is hella shit,"@680090 Let's see what we can figure out together. Which device are we talking about, and what OS version is installed on it? What sort of issues are you experiencing at this time?",edge_case,software_update_os,true,profanity_or_abuse,2,OS update or version-related issue | heuristic pre-label from scripts/label_golden_set.py,human_reviewed
117,@115858 @AppleSupport since updating to 11.0.3 I have needed to charge my phone twice a day. Is this related ? Any help or options to fix?,"@541939 We’ve got your back, we use our iPhone all the time and know how important battery life is. Please let us know more via DM. https://t.co/GDrqU22YpT",hard_complex,software_update_os,false,,4,OS update or version-related issue | heuristic pre-label from scripts/label_golden_set.py,human_reviewed
118,@AppleSupport Thank you!!,"@136089 You're welcome, thanks!",hard_short,general_inquiry_features,true,ambiguity_clarification,2,General feature inquiry or guidance request | heuristic pre-label from scripts/label_golden_set.py,human_reviewed
119,Hey @115858 Why don’t you release an update that stops #iOS 11 from sucking my goddamn battery down My phone is less than 9 months old #scam,@354689 We understand how important your iPhone's battery is. We want to help. DM us if you'd like us to look into this. https://t.co/GDrqU22YpT,edge_case,battery_and_charging,true,profanity_or_abuse,4,Battery/charging/power related issue | heuristic pre-label from scripts/label_golden_set.py,human_reviewed
120,@AppleSupport hi! Is it true that you should have an iPhone charged between 40-80% charge at all times? To prevent the battery from loosing max charge over time. I just bought an iPhone X and want the battery to last as long as possible!,@775102 Congrats on your new iPhone! We do have a wonderful article that provides tips on how you can maximize the battery lifespan. Check it out: https://t.co/bivpdfBNJ6,hard_complex,billing_and_subscriptions,false,,5,Financial/payment/subscription keyword detected | heuristic pre-label from scripts/label_golden_set.py,human_reviewed
121,I’ve disabled screen recording for my iPad why am I still not able to Airplay with AppleTv? @AppleSupport,@538198 We're here for you. Take a look at this article for help with this issue. Get back to us if you need: https://t.co/zMUkLG7qo5,standard,hardware_and_audio,false,,5,"Physical hardware, screen, or audio problem | heuristic pre-label from scripts/label_golden_set.py",human_reviewed
122,@AppleSupport fix the fucking letter i,@523954 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,edge_case,complaint_and_frustration,true,profanity_or_abuse,5,Customer venting dissatisfaction/frustration | heuristic pre-label from scripts/label_golden_set.py,human_reviewed
123,"@116333 I am using iphone 6s with 10.3.3, now I am confuse that should I update my iphone with 11.1 or not. need suggestion please","@584559 We can answer any questions you may have about updating, we do recommend staying up to date on all of your devices. https://t.co/GDrqU22YpT",standard,software_update_os,false,,4,OS update or version-related issue | heuristic pre-label from scripts/label_golden_set.py,human_reviewed
124,"@AppleSupport you piece of crap, FIX THIS PROBLEM! ☝️☝️☝️",@508911 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,standard,general_inquiry_features,false,,5,General feature inquiry or guidance request | heuristic pre-label from scripts/label_golden_set.py,human_reviewed
125,@115858 aye fam! Y’all gone fix this annoying question mark shit or no?,@461642 We'd like to look further at this. Please DM us. https://t.co/GDrqU22YpT,edge_case,complaint_and_frustration,true,profanity_or_abuse,4,Customer venting dissatisfaction/frustration | heuristic pre-label from scripts/label_golden_set.py,human_reviewed
126,@115858 my wife is ticked that her iPhone SE is freezing since the ios11 update.  No amount of restarting fixes it!! #youGotProblems,@712786 Thanks for reaching out. We're here to help. DM us so we can look into this further with you. https://t.co/GDrqU22YpT,standard,software_update_os,false,,4,OS update or version-related issue | heuristic pre-label from scripts/label_golden_set.py,human_reviewed
127,"@115858 why is it that every time you update your phone, something new gets screwed up?? Fix this shit",@717979 We’d like to look into this. Which update started these issues on your iPhone? Please tell us in a DM. https://t.co/GDrqU22YpT,edge_case,software_update_os,true,profanity_or_abuse,5,OS update or version-related issue | heuristic pre-label from scripts/label_golden_set.py,human_reviewed
128,My phone cut off three times today with a full battery @115858 fuckin up! 🤦🏾‍♀️🤦🏾‍♀️🤦🏾‍♀️,@303999 We’re here to help. Let’s team up in DM and we’ll do our best to assist you. https://t.co/GDrqU22YpT,edge_case,battery_and_charging,true,profanity_or_abuse,4,Battery/charging/power related issue | heuristic pre-label from scripts/label_golden_set.py,human_reviewed
129,@115858 ever since the last update I cannot hear my calls? How do I fix this?,"@442652 Hey, let's figure out a solution. If you can't hear sound on calls, check out the steps here first: https://t.co/XlmCP2gCtj",hard_complex,software_update_os,false,,5,OS update or version-related issue | heuristic pre-label from scripts/label_golden_set.py,human_reviewed
130,"@115858 WTF is this I️ shit. It’s annoying. I️ just want to type in first person, damn it",@595076 You'll find a workaround here: https://t.co/xU1AGHStV6 Reach out via DM if these steps don't resolve the issue. https://t.co/GDrqU22YpT,edge_case,complaint_and_frustration,true,profanity_or_abuse,5,Customer venting dissatisfaction/frustration | heuristic pre-label from scripts/label_golden_set.py,human_reviewed
131,Wtf @115858 now my phone just turns its Bluetooth on whenever it can connect? That’s dumb,"@165953 Hey there, you can read more about Bluetooth and WiFi here: https://t.co/G7BHuQnDS6",edge_case,connectivity_and_network,true,profanity_or_abuse,4,Wireless/network connectivity issue | heuristic pre-label from scripts/label_golden_set.py,human_reviewed
132,@AppleSupport updated my iPad Mini 2 and now it's running so slow! Any tips?,@596548 Thank you for reaching out to us. We'd like to gather more information to help resolve this issue. Please DM us the details. https://t.co/GDrqU22YpT,standard,software_update_os,false,,4,OS update or version-related issue | heuristic pre-label from scripts/label_golden_set.py,human_reviewed
133,@115858 can y'all not fuck up my phone rn cause i can't even fucking type or txt back to anyone period.,"@291951 Let's work together on the typing and texting. Tell us, what's happening when you go to type? Does it happen in all apps?",edge_case,complaint_and_frustration,true,profanity_or_abuse,2,Customer venting dissatisfaction/frustration | heuristic pre-label from scripts/label_golden_set.py,human_reviewed
134,@AppleSupport have been a Mac user for countless years and after high Sierra update my Mac is officially dead,@805156 We'd like to take a look at this with you. May we ask what type of Mac you have to get started?,standard,software_update_os,false,,2,OS update or version-related issue | heuristic pre-label from scripts/label_golden_set.py,human_reviewed
135,@AppleSupport My phone wont turn on and I can't live chat or get a genius bar res without the two factor authentication,@486092 We can help. Have you tried these steps? https://t.co/8MvHMFZ83h,standard,store_orders_and_repairs,false,,5,"Retail store, order tracking, or physical repair | heuristic pre-label from scripts/label_golden_set.py",human_reviewed
136,"@AppleSupport I have lost everything on my phone. back to square 1. we pay through the nose. let us speak to humans, please. everything gone.",@616048 We know your iPhone and your data are important. Send us a DM telling us more about what's happening with your iPhone. https://t.co/GDrqU22YpT,standard,general_inquiry_features,true,customer_frustration,4,General feature inquiry or guidance request | heuristic pre-label from scripts/label_golden_set.py,human_reviewed
137,@AppleSupport what does the message mean? Today I noticed that my account was already disabled? https://t.co/o17QLruGII,@563424 We completely understand the concern. Have you clicked on that link or entered any information in the site it links to? https://t.co/iwuQ9w9fdA,hard_complex,general_inquiry_features,false,,4,General feature inquiry or guidance request | heuristic pre-label from scripts/label_golden_set.py,human_reviewed
138,@AppleSupport help! Just got this watch and I have no idea what this means? Why is that time there. There’s no alarm set? https://t.co/OmvzjHnVcQ,"@159395 We’re glad you asked! The complication you have circled in the photo is for sunrise. In the evening this complication will show you the time for sunset. You can customize the Apple Watch face, here’s how: https://t.co/FC1esH8vt0",hard_complex,general_inquiry_features,false,,4,General feature inquiry or guidance request | heuristic pre-label from scripts/label_golden_set.py,human_reviewed
139,@AppleSupport and Battery life is too short. Sometimes when I click on the application the screen goes dark and goes back to the main menu.,@362818 We'd be happy to look into what's going on. DM us your country to get started. https://t.co/GDrqU22YpT,standard,battery_and_charging,false,,4,Battery/charging/power related issue | heuristic pre-label from scripts/label_golden_set.py,human_reviewed
140,What did y’all do to our phones @AppleSupport ???? Everything is broken!,"@382168 Tell us what's going on, and we'll be happy to help you today.",hard_complex,hardware_and_audio,false,,2,"Physical hardware, screen, or audio problem | heuristic pre-label from scripts/label_golden_set.py",human_reviewed
141,@AppleSupport I’m running iOS 11.1.2.   The stock adaptor that came with the iPhone has broken.  So my dad went and got me a new one that has a charging cord port too.  But when I plugged it into my iPhone the phone said the accessory was not supported.,@212790 That explains it. Third party adapters like this that combine charging are not supported and may stop working after an iOS update. If you want to be able to charge and listen to music consider a Lightning dock like this. https://t.co/thBgZMDgMB,hard_complex,battery_and_charging,false,,5,Battery/charging/power related issue | heuristic pre-label from scripts/label_golden_set.py,human_reviewed
142,@AppleSupport cmon fam i got a new 8 and ya phone already fucking up making me talk hieroglyphics  fix this shit dawg I️ ain’t Tutankhamen https://t.co/Xyhh7wBylC,@502808 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,edge_case,complaint_and_frustration,true,profanity_or_abuse,5,Customer venting dissatisfaction/frustration | heuristic pre-label from scripts/label_golden_set.py,human_reviewed
143,@AppleSupport The letter I️ getting changed to this is the problem https://t.co/8UkPt05LJc,@711204 Did you get a chance to back up and update to iOS 11.1.1?  Please respond in DM. https://t.co/GDrqU22YpT,standard,general_inquiry_features,false,,5,General feature inquiry or guidance request | heuristic pre-label from scripts/label_golden_set.py,human_reviewed
144,C’mon @115858 why doesn’t your Activity app work on a spin bike? Time for an update?,"@709677 We'd like to know more to see if we can help. What type of Apple Watch are you using? Also, let us know which iPhone model is paired with your Watch, along with your current OS versions. Send over the details via DM. https://t.co/GDrqU22YpT",hard_complex,software_update_os,false,,4,OS update or version-related issue | heuristic pre-label from scripts/label_golden_set.py,human_reviewed
145,"@AppleSupport followed your advice on support page, updating to latest software doesn’t fix the problem of my Apple Watch falling apart https://t.co/oAoPlJBO8H","@691746 Thanks for taking the time to contact us today. We can definitely offer some guidance, and available options for getting your Apple Watch serviced. Use the link below to join us in DM to start: https://t.co/GDrqU22YpT",standard,software_update_os,false,,4,OS update or version-related issue | heuristic pre-label from scripts/label_golden_set.py,human_reviewed
146,.@AppleSupport i cant access my icloud tabs that are on my mac via my iphone? i have turned them on and off and even checked for updates?,@447235 We'd love to help get to the bottom of this with you. Let us know if this information helps: https://t.co/ndVVJFz9QY,hard_complex,apple_id_and_icloud,false,,4,Account security/iCloud/credential inquiry | heuristic pre-label from scripts/label_golden_set.py,human_reviewed
147,My phone just got extremely hot out of nowhere. Soooo @AppleSupport what are they putting in these phones sis?? 🤔,"@431533 Let's get to the bottom of this. Was the iPhone charging, sitting idle or in use? If in use, how was it being used at the time?",hard_complex,general_inquiry_features,false,,2,General feature inquiry or guidance request | heuristic pre-label from scripts/label_golden_set.py,human_reviewed
148,"What the fuck all my texts are gone, I had important pictures and conversations saved in my messages thanks for nothing @115858",@592491 We’re happy to help. Which device are you using? How long ago did this occur? Let us know via DM. We’ll keep moving from there. https://t.co/GDrqU22YpT,edge_case,complaint_and_frustration,true,profanity_or_abuse,4,Customer venting dissatisfaction/frustration | heuristic pre-label from scripts/label_golden_set.py,human_reviewed
149,"Dear @115858 I’m unable to change the ringtone volume via the volume buttons after the iOS 11 update.

@156470 are you?",@394426 We'd be happy to look into this with you in more detail.  Please reach out to us via DM and we'll get started. https://t.co/GDrqU22YpT,standard,software_update_os,false,,4,OS update or version-related issue | heuristic pre-label from scripts/label_golden_set.py,human_reviewed
150,"@115858 y’all got some explaining to do, cause.. why does this keep happening? 

How are apps that are already downloaded, loading? 
Fuck is this about? https://t.co/7ZoFNKIj7e","@801926 We want to help. It looks like the apps could be updating. If you go to the App Store and tap on the Updates tab, do you see any activity there? DM us the answer and we'll continue there. https://t.co/GDrqU22YpT",edge_case,complaint_and_frustration,true,profanity_or_abuse,5,Customer venting dissatisfaction/frustration | heuristic pre-label from scripts/label_golden_set.py,human_reviewed
151,@510097 @115858 @AppleSupport how do I fix this. fuq ios. 11 https://t.co/zu7RJBORSU,@510096 We've received your DM and we'll be glad to follow up with you there shortly. https://t.co/GDrqU22YpT,standard,general_inquiry_features,false,,4,General feature inquiry or guidance request | heuristic pre-label from scripts/label_golden_set.py,human_reviewed
152,Wtf @115858 fix this damn “I” error already!,@632212 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,edge_case,complaint_and_frustration,true,profanity_or_abuse,5,Customer venting dissatisfaction/frustration | heuristic pre-label from scripts/label_golden_set.py,human_reviewed
153,@AppleSupport iOS 11.3,"@444434 Thanks. Send us a DM, and we'll help out from there. https://t.co/GDrqU22YpT",hard_short,software_update_os,false,,4,OS update or version-related issue | heuristic pre-label from scripts/label_golden_set.py,human_reviewed
154,@115858 The fix? Open the lid a bit to trigger the MacBook screen to turn on and the problem goes away. wtf,"@267782 Let's look into this closer together. To start, can you DM us which software version you're currently using? https://t.co/GDrqU22YpT",edge_case,hardware_and_audio,true,profanity_or_abuse,4,"Physical hardware, screen, or audio problem | heuristic pre-label from scripts/label_golden_set.py",human_reviewed
155,@AppleSupport I am about to upgrade to an iPhone X 256gb but I want to know if wireless charger is in box with phone?,@251465 The wireless chargers are available separately. You can find several types at our online store: https://t.co/JLyz9lwuGU,standard,battery_and_charging,false,,4,Battery/charging/power related issue | heuristic pre-label from scripts/label_golden_set.py,human_reviewed
156,@AppleSupport I can't read or write reviews in iOS 10.3.3 App Store on iPhone SE. Is this issue known?,@128896 Thanks for reaching out. Contact our iTunes Store Support Advisors so we can look into this with you: https://t.co/SDIe7UiyJN,standard,software_update_os,true,legal_threat,4,OS update or version-related issue | heuristic pre-label from scripts/label_golden_set.py,human_reviewed
157,@AppleSupport hey guys? My phone battery sucks after I upgraded to iOS 11. Can I please exchange and get a new phone ? #apple #iOS11,"@536196 Battery life is essential; we'll do all we can to help. To get started, please connect with us in DM here: https://t.co/GDrqU22YpT",hard_complex,battery_and_charging,false,,4,Battery/charging/power related issue | heuristic pre-label from scripts/label_golden_set.py,human_reviewed
158,@115858 @AppleSupport,"@625310 Let’s investigate this. To clarify, after restoring your contacts, digits are missing from their phone number, is that correct?",hard_short,general_inquiry_features,true,ambiguity_clarification,2,General feature inquiry or guidance request | heuristic pre-label from scripts/label_golden_set.py,human_reviewed
159,"@AppleSupport All done, thank you.",@369388 We've responded to your DM. Look for us there.,hard_short,general_inquiry_features,false,,3,General feature inquiry or guidance request | heuristic pre-label from scripts/label_golden_set.py,human_reviewed
160,@AppleSupport Mini Jambox,@567290 Let's take a look at this further for you. Reach out to us in DM. https://t.co/GDrqU22YpT,hard_short,general_inquiry_features,true,ambiguity_clarification,4,General feature inquiry or guidance request | heuristic pre-label from scripts/label_golden_set.py,human_reviewed
161,@AppleSupport who is the right person? 3 different people to upgrademy iphone? Terrible experience today. People extremely rude.,@559831 We’d like to hear more about your experience today. Please send us a DM with the details of what’s happened. https://t.co/GDrqU22YpT,hard_complex,software_update_os,false,,4,OS update or version-related issue | heuristic pre-label from scripts/label_golden_set.py,human_reviewed
162,@AppleSupport wtf is up with my keyboard!!!!,"@321001 We're happy to see how we can help. Which device are you using? Also, what issues are you experiencing?",edge_case,general_inquiry_features,true,profanity_or_abuse,2,General feature inquiry or guidance request | heuristic pre-label from scripts/label_golden_set.py,human_reviewed
163,"@AppleSupport how can I FULLY hide all notification text from the Messages app?

When I hide text of notifications for other apps, they hide the whole text
Thanks! https://t.co/TBeRpyK432",@176768 We're here for you. There is not a way to hide the phone number or contact name from the preview/notification on the lock screen.,standard,general_inquiry_features,false,,2,General feature inquiry or guidance request | heuristic pre-label from scripts/label_golden_set.py,human_reviewed
164,Oh and @115858 please fix this I️ bug it’s driving everyone insane,@531940 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,standard,general_inquiry_features,false,,5,General feature inquiry or guidance request | heuristic pre-label from scripts/label_golden_set.py,human_reviewed
165,@AppleSupport Please Fix this😡😡😡😡😡😡😡😡 https://t.co/OKjxGuLRTd,@528782 We'd love to help out. What accessory are you using that you get this prompt?,hard_short,general_inquiry_features,false,,2,General feature inquiry or guidance request | heuristic pre-label from scripts/label_golden_set.py,human_reviewed
166,Wtf is going on with my I’s “I️” me traí asta la verga @115858,@498946 Thanks for reaching out. We have a workaround for this here: https://t.co/xXaXeeSRt9 DM us if you still need help. https://t.co/GDrqU22YpT,edge_case,general_inquiry_features,true,profanity_or_abuse,4,General feature inquiry or guidance request | heuristic pre-label from scripts/label_golden_set.py,human_reviewed
167,@AppleSupport This is extremely frustrating,"@252896 We may be having an issue where we're not seeing your DMs. Are you using the Twitter app? If so, please make sure it's up-to-date. If it is, are you able to send a DM using Twitter's website?",hard_short,general_inquiry_features,false,,3,General feature inquiry or guidance request | heuristic pre-label from scripts/label_golden_set.py,human_reviewed
168,@AppleSupport No. It’s happened consistently regardless of hat I️ do since the most recent software update. My battery used o last until bedtime. My phone has died by noon everyday this week. Terrible.,@159980 Let's move to DM for a closer look. What is your current country? https://t.co/GDrqU22YpT,hard_complex,battery_and_charging,false,,4,Battery/charging/power related issue | heuristic pre-label from scripts/label_golden_set.py,human_reviewed
169,"@115858 uhm can u fix the fact that when the word I️ is typed, this a then the question in the box replaces it??",@592819 Thanks for bringing this to our attention. Can you let us know which iOS version you're using? Send us a DM here: https://t.co/GDrqU22YpT,hard_complex,general_inquiry_features,false,,4,General feature inquiry or guidance request | heuristic pre-label from scripts/label_golden_set.py,human_reviewed
170,@AppleSupport Why aren’t my ring tones under downloaded? How do I get them back?,@322325 We can help. You can find purchased ringtones by following the instructions here: https://t.co/Pm4DavkQln,hard_complex,general_inquiry_features,false,,4,General feature inquiry or guidance request | heuristic pre-label from scripts/label_golden_set.py,human_reviewed
171,@115858 @AppleSupport I received this invoice from @118721 billed to a name and address I don't recognise. https://t.co/Ge4ok7UTbd,@217164 Hello there. Check this link for tips to identify Phishing emails https://t.co/6Ye6EtSytB Questions? Let us know.,standard,billing_and_subscriptions,false,,4,Financial/payment/subscription keyword detected | heuristic pre-label from scripts/label_golden_set.py,human_reviewed
172,So like my iPhone 7 keeps freezing ever since I did the latest update??? What’s going on???? @115858 @AppleSupport,@310545 That's not expected behavior. We want you to be able to use your phone. Let's work together on this in DM. https://t.co/GDrqU22YpT,hard_complex,software_update_os,false,,4,OS update or version-related issue | heuristic pre-label from scripts/label_golden_set.py,human_reviewed
173,Don’t suppose anyone has any idea what this is all about? @AppleSupport https://t.co/yjGBchAZIu,"@248854 Hi. Unusual charges can be concerning. We'll be happy to help you look into this. To get started, take a look at your purchase history in the App Store or iTunes Store using the following link, to see if this charge is present:

https://t.co/7LU2nj59FH",standard,general_inquiry_features,false,,4,General feature inquiry or guidance request | heuristic pre-label from scripts/label_golden_set.py,human_reviewed
174,@AppleSupport Let me show you a screen shot. Why does my iPhone do this when I type I?? https://t.co/viomjJOyeS,"@270256 Thanks for that screenshot! Is your iOS up to date? The latest update is iOS 11.1.2. If not, go ahead and backup, then update and see if this continues. DM us with any questions! https://t.co/GDrqU22YpT",hard_complex,hardware_and_audio,false,,5,"Physical hardware, screen, or audio problem | heuristic pre-label from scripts/label_golden_set.py",human_reviewed
